Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
19.349999999999998,0.8704928723331783,122.4098,3012.745,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8.84,1.0031395384760282,109.9228,1547.3192,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.849999999999998,0.9942317007005577,58.3562,1125.8678,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17.75,0.8838703551779754,107.5912,1528.6768,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6.38,0.9241603581110982,143.347,858.882,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6.825000000000001,0.9251308131608155,153.2998,3998.7948,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
10.65,0.9090909090909091,57.1272,279.63599999999997,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.1,0.9222899118816792,75.0354,902.8248,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8.67,0.9178236821603338,145.7128,4026.7584,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.195,0.8999999999999999,143.1154,2410.8618,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.67,0.9384917769419814,131.2626,2098.6016,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5.32,0.9266224606107013,103.8674,509.337,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5.464999999999999,1.1575798944309117,133.1626,2492.0894,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.1,0.9285140686259812,144.3444,1161.1552,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13.85,0.8782920636477858,232.73,6291.81,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.35,0.8732632536717775,125.602,3036.048,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
18.35,0.8740008610253387,192.8504,2876.256,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15.5,1.5434528157832261,102.0332,102.5332,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.1,0.8747287732847562,150.4734,2078.6276,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12.1,0.8745633840750179,148.2734,3266.4148,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.25,1.0142421883670654,85.2908,671.1264,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8.71,0.8631885936096266,183.3924,3146.5708,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10.5,0.8708790204611907,170.9106,3251.1014,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
11.6,0.8782920646292007,240.8222,3585.333,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.0,1.4641166656027094,55.9246,405.4722,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.865,0.876502765611293,214.6218,1923.4962,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10.395,0.8765027690960844,159.5604,2852.2872,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.05,1.0146726438077827,259.0646,4380.2982,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5.785,0.9348909894393893,264.2252,3934.8779999999997,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.3,0.8850525181301098,191.653,5313.084,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12.5,0.8782920672426667,103.09899999999999,722.393,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.63,0.9237238374828939,92.5436,1607.2412,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13.5,0.8888888888888891,78.396,1438.128,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.5,0.934938253922976,101.29899999999999,722.393,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.269999999999998,1.6148105829565533,112.0518,113.8518,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.21,0.9205531331212329,150.5392,1043.9744,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11.65,0.8782920845000879,110.9544,335.5632,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.5,0.7999999999999999,119.8124,4029.4216,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.72,0.9334195356088689,78.7986,856.8846,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5.88,0.9221155215580987,149.4392,1640.5312,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6.85,0.874563375373406,262.3594,3924.8909999999996,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.349999999999998,0.8704928775141518,176.1712,3691.1952,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7.52,0.9324873832007742,128.8994,2055.9904,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
13.65,0.929632616714803,81.2302,2059.9852,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9.6,0.8704928909935545,46.2086,802.9548,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6.985,0.9273093925865271,185.2608,2940.1728,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10.799999999999999,0.9000000000000001,240.6222,4302.3996,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9.3,1.556014377230011,248.9092,498.0184,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.1,0.9215224183128472,74.767,2220.4429999999998,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5.98,0.8782920696057508,145.3418,2354.2688,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9.0,0.876088758767147,266.2884,2914.8724,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7.145,1.003139529221922,160.6578,2246.4092,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.0,0.9334953174772573,211.7244,2752.4172,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7.855,1.052960938413524,35.6848,335.5632,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19.5,0.9221155207821089,156.1314,2792.3652,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.71,0.8717753280082426,92.7778,1032.6558,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.5,1.0031395649054642,173.908,1211.756,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.85,1.0010720190838216,244.3144,5635.3312,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
13.65,1.0010959014592833,98.77,1697.79,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6.135,0.8727897620224722,114.38600000000001,1018.674,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5.655,0.8749847704388902,146.9102,1749.7224,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14.85,0.9324365256520836,261.291,10256.649,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.75,0.9294568247916207,153.7682,1829.6184,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10.0,0.9304780620038785,234.859,1181.795,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10.3,0.8745633930254894,263.6226,6608.065,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5.675,0.9990697566242118,156.1288,2828.3184,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5.51,0.8999999999999999,98.9726,1565.9616,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
17.75,0.9241603458123212,33.9216,830.9184,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17.75,0.8749689095508134,113.1544,1006.6896,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8.365,1.0010958895213378,189.2188,4570.0512,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5.405,1.6148105846022858,200.4742,398.1484,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.0,0.9324365401339189,128.2994,1413.4934,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
18.2,1.0006230335568116,250.1092,5727.2116,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.35,0.8745634008503864,163.3868,3439.5228,9,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6.894999999999998,0.9251308116072795,143.7812,4986.842000000001,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7.39,0.9215224090589806,141.447,2290.3520000000003,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
7.945,1.0006230622027266,163.821,1794.3310000000001,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.0,0.9222899157110713,157.0972,4673.916,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.1,0.9516451792828663,59.2536,735.0432,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20.6,1.464116681941297,94.4778,93.8778,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.575,0.9348909858318863,196.5794,5267.1438,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17.7,0.9374576408288152,47.9034,729.051,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20.0,1.4586033910785217,125.4678,127.1678,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.695,1.5560143918690739,256.0646,1288.323,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.11,0.818181818181818,164.72099999999998,3588.6620000000003,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
15.25,0.8,178.166,4853.682,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9.695000000000002,0.9942316937891004,177.83700000000002,6704.606,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18.25,0.9982383470497745,110.35700000000001,2087.283,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
15.6,0.8181818181818182,170.6132,6595.4148,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
13.0,0.923723833169753,76.3986,778.9860000000001,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7.02,0.8731307023643322,147.3734,2524.0478,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.7,0.8747287918286958,177.537,3175.866,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9.1,1.0680059742122248,112.5518,341.5554,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
8.0,1.464116654218153,249.9092,249.0092,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.75,0.8782920664240971,240.9196,4579.3724,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
19.5,0.9237238342151126,156.4314,2326.971,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7.685,0.8747288047627999,145.276,3515.4240000000004,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9.6,1.5560143812991358,188.7214,376.8428,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.6,1.556014418272255,45.5718,47.2718,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,1.5560143953006076,163.6868,163.7868,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.6,0.927141725568919,63.6194,743.0328,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12.65,1.0006230322293728,108.4938,1500.7132,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
8.355000000000002,0.8799006434387641,94.4462,2036.0164,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19.349999999999998,0.9942317149308353,112.1518,3870.9612,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
14.5,0.9241603457260118,159.5604,1426.1436,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6.425,0.9260469232798495,116.5808,2460.7968,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9.695,1.0010958883574317,176.9344,5888.3352,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.6,0.9288589806448154,56.1614,828.921,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20.7,0.9294568152107613,152.8366,2569.3222,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
12.6,1.019828454098537,34.9874,529.311,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.275,0.9288589883960006,104.2306,3658.571,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8.85,1.525742386316009,106.1964,210.3928,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19.85,0.9982383389819025,128.102,1265.02,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7.36,1.5615780483867765,55.2588,229.0352,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.35,1.5617277352121648,82.7276,162.4552,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.7,0.8848622283248364,183.7924,2221.1088,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8.894999999999998,1.5468745570736553,176.937,352.874,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8.39,0.9988808495423039,112.6176,2175.8344,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.195,0.9221155077837134,81.6592,1403.5064,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.93,0.9221155325711418,152.334,2143.876,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15.7,0.9215224112808921,59.2562,296.281,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
16.7,0.9368755220914811,246.3776,1981.4208,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
15.200000000000001,0.9203563623446198,95.0752,2588.6304,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.5,0.926719271493591,194.1478,2906.217,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.099999999999998,0.9251308328592208,163.7526,1973.4312,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11.65,0.9275067730376848,112.286,452.744,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20.75,0.9595134617789816,153.5024,2428.8384,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7.5600000000000005,0.9270946388995895,157.563,1721.0929999999998,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
16.2,1.4584870423862926,41.7454,83.8908,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.195,0.9344169919906267,239.4538,4566.7222,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
20.599999999999998,1.5257700431993797,73.4696,298.2784,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13.3,0.9982383436175841,233.03,5359.69,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6.215,0.931077901186563,37.4848,111.8544,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6.67,0.8333333333333334,90.5514,974.0654,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12.6,0.9348909811364244,255.5356,9664.7528,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.15,0.929456799866501,254.7698,5834.4054,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16.6,0.9142045281763971,117.2124,1422.1488,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15.099999999999998,0.9251308197171997,128.131,1687.8029999999999,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.85,0.8747287929654682,103.6648,2285.0256,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.0,1.0148949803719916,101.7358,1508.037,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
15.6,0.9310779363783893,185.5924,3146.5708,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16.7,1.614810593247713,217.685,432.77,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.195,0.9544017717048585,194.5794,4096.6674,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.6,0.9241603498120526,105.09899999999999,1444.786,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
20.2,0.9237238302269282,255.7646,5410.9566,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18.0,1.0031395350509267,116.5124,355.5372,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6.75,0.9090909090909092,96.7752,1342.2528,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12.35,0.9286023006018004,158.1946,1104.5622,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.59,0.8736759258781726,173.108,2077.2960000000003,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14.8,0.9344070821684689,190.5846,3630.6074,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5.11,0.9593544886852486,161.721,2446.815,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6.38,1.0150183333583098,177.4344,1784.344,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8.3,1.0115581253135655,87.7198,1569.9564,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
16.7,1.0047208994120835,143.8102,4811.7366,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.549999999999999,0.8704928762471615,156.5288,4870.9928,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9.695,0.9533852900911601,185.2898,3367.6164,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.235,0.9988808403182426,184.795,1464.76,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10.195,0.9296326055317733,112.1886,667.1316,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10.695,0.8740008658278866,119.244,3475.4759999999997,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8.38,0.9988808329748349,109.85700000000001,2306.9970000000003,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11.65,1.4794177720097492,153.0024,455.4072,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.195,1.0113668393406425,52.0666,615.1992,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.1,1.0146726286277474,88.6198,1569.9564,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.6,0.9275067465164877,152.9366,453.4098,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17.6,0.9990697594903898,234.65900000000002,8508.924,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20.25,0.9367570610098285,148.0418,1177.1344,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5.98,0.876088765529307,53.3614,331.5684,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18.75,0.9237238118570652,207.8954,2292.3494,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5.82,0.9268750377345594,255.333,4870.327,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.52,0.8747287775596674,153.3682,914.8092,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15.5,0.9334195352347233,178.4028,1239.7196,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.7,0.8747287892432072,182.7976,1810.976,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9.6,1.0031395476145235,258.1304,2324.9736,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9.13,0.9237238374920229,151.4024,1973.4312,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10.5,0.888888888888889,78.296,1438.128,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17.0,0.931077931753939,249.7434,4221.8378,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.75,0.8704928791418282,211.6902,4247.804,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9.195,0.9496371654764636,46.4744,950.7624,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10.1,0.9296326067720038,117.8492,1621.8888,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
8.18,0.9090909090909091,140.5154,1701.7848,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8.655,0.9988808348315614,122.6756,2302.3364,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.85,0.9222899154295602,122.9388,3095.97,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10.65,0.9221155236187236,229.8668,4146.6024,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.65,0.998238343855055,99.27,2596.62,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
17.25,1.0570796855347375,261.191,3155.8920000000003,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9.5,0.9348909891313029,169.7448,3579.3408,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
16.7,0.9090909090909092,63.6168,1342.2528,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8.6,1.5560144037149855,141.1154,425.4462,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.25,0.8782920652145818,54.3956,1201.1032,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11.0,0.9288589844193877,222.0798,2864.9374,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.895,1.0010958891665729,237.7564,3813.7024,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14.0,0.8747287917484762,143.4786,1589.2646,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7.365,0.9260469402670451,226.972,3848.324,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20.85,0.9215224174937426,90.2514,619.8598,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7.64,0.9990697440579901,93.412,1491.392,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6.195,1.614810585479852,121.2098,120.5098,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17.7,1.000623039207745,103.3674,2546.685,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7.97,0.8534729493002913,90.4514,1328.271,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.35,0.9222899189058363,33.1216,519.3240000000001,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
8.42,0.8588422741584336,63.2168,703.0848,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
17.0,0.9209511403955443,170.3106,3422.212,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6.305,0.998238345602213,93.2436,2079.9592,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5.92,0.9315179383713738,49.8692,1133.1916,11,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15.1,0.9241603458265771,260.2304,4908.2776,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17.35,1.4641166684755371,177.5712,527.3136,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.405,0.8627049547539177,89.9146,1550.6482,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6.405,1.0006230380736774,128.7678,3052.0272,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.7,0.8727897572231214,178.06599999999997,3954.8520000000003,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
